cycle,coherence,epsilon,epsilon_gw,phi_reconstructed,phi_pred,eps_pred,dphi,deps,entropy_flux,closure_energy,phase_shift,harmonic_ratio,resonance_intensity,harmonic_energy
131,0.2636731,3840.84770998,0.384084771,0.3923044930318854,,,-0.009309979999999995,128.22705452000037,7.260542663775574e-05,1012.7282223183277,-7.260542651074095e-05,0.9999999947284521,0.9999273972091994,1012.7282169796823
132,0.25886461,3910.7188323,0.391071883,0.3876657206837797,,,-0.004808489999999999,69.87112231999981,6.881941838445041e-05,1012.3467053429948,-6.881941827678987e-05,0.9999999952638876,0.999931182949725,1012.3467005484071
133,0.25529506,3964.30360567,0.396430361,0.3795159339853378,,,-0.003569549999999977,53.584773369999766,6.661500600713238e-05,1012.067126867739,-6.661500590983955e-05,0.999999995562441,0.9999333872128204,1012.0671223766315
134,0.24593531,4114.50048448,0.411450048,0.3763355322473596,,,-0.009359750000000028,150.19687880999982,6.231654128963537e-05,1011.9009521457388,-6.231654120938458e-05,0.9999999961166486,0.9999376854004259,1011.9009482161717
135,0.23510326,4300.54080301,0.43005408,0.3742314413899467,,,-0.010832049999999982,186.04031853000015,5.822420691133693e-05,1011.0711625506688,-5.822420684585541e-05,0.9999999966099418,0.9999417774881504,1011.0711591230786
136,0.22532728,4483.90659308,0.448390659,0.3538706234349557,,,-0.009775980000000017,183.36579007,5.331408871968276e-05,1010.3464763927832,-5.331408866946033e-05,0.9999999971576079,0.9999466873325014,1010.3464735209824
137,0.21964494,4598.03810477,0.45980381,0.3479665833797354,,,-0.00568233999999998,114.13151169000048,4.978765211998892e-05,1009.9358036399204,-4.97876520792871e-05,0.9999999975211897,0.9999502135873053,1009.9358011364812
138,0.21701795,4653.46473637,0.465346474,0.3394643836740737,,,-0.0026269900000000235,55.42663159999938,4.7395808190383645e-05,1009.8853774843076,-4.739580815574936e-05,0.9999999977536373,0.9999526053150078,1009.8853752157388
139,0.21329521,4733.44198634,0.473344199,0.3114510129162151,,,-0.0037227399999999744,79.97724997000023,4.654748695847682e-05,1009.6205024992074,-4.654748692544118e-05,0.9999999978333314,0.999953453596392,1009.6205003116944
140,0.20832333,4844.73811206,0.484473811,0.2986091426322009,,,-0.004971880000000012,111.29612572000042,4.467253435634975e-05,1009.2719764822524,-4.4672534327034436e-05,0.9999999980043648,0.9999553284634758,1009.2719744681137
141,0.19582518,5152.60290994,0.515260291,0.2678848065241606,,,-0.012498150000000013,307.86479787999997,4.0596229533299765e-05,1009.0093923075244,-4.059622951113003e-05,0.9999999983519461,0.9999594045945046,1009.0093906446225
142,0.1906387,5292.15439182,0.529215439,0.2448187472710723,,,-0.005186479999999993,139.5514818799993,3.716535238531323e-05,1008.8894334558552,-3.716535236846783e-05,0.9999999986187367,0.9999628353382547,1008.8894320623132
143,0.18817892,5361.01642637,0.536101643,0.216022802178461,,,-0.0024597799999999947,68.86203455000032,3.5720408437514906e-05,1008.830281216566,-3.572040842284118e-05,0.9999999987240524,0.9999642802295433,1008.8302799293515
144,0.18026332,5593.41515782,0.559341516,0.2156520488464407,,,-0.007915599999999995,232.39873145,3.406042688175755e-05,1008.2875864869573,-3.40604268687328e-05,0.9999999988398873,0.999965940153181,1008.2875853172301
145,0.17470715,5769.17250406,0.57691725,0.2058678010576132,,,-0.005556169999999999,175.75734624000052,3.16127326614349e-05,1007.9156860426862,-3.161273265108388e-05,0.9999999990006352,0.9999683877670261,1007.9156850354107
146,0.17036995,5914.36755857,0.591436756,0.1594224961418349,,,-0.004337200000000013,145.19505450999986,2.987154083592724e-05,1007.6305052351928,-2.9871540827248087e-05,0.9999999991076911,0.9999701289053228,1007.6305043360751
147,0.16107727,6251.87340658,0.625187341,0.1590922157677328,,,-0.009292679999999998,337.5058480099997,2.753338958351068e-05,1007.0347007175064,-2.7533389576634687e-05,0.9999999992419124,0.9999724669894636,1007.0346999540859
148,0.15382132,6543.8511823,0.654385118,0.1491925905489832,,,-0.007255949999999983,291.97777571999995,2.4851035261442037e-05,1006.5838267449468,-2.4851035256411363e-05,0.999999999382426,0.999975149273528,1006.5838261233068
149,0.14524601,6926.64379794,0.69266438,0.1120985885713169,,,-0.008575310000000003,382.7926156399999,2.240197341748701e-05,1006.0673743420311,-2.240197341379807e-05,0.9999999994981517,0.9999775982775085,1006.0673738371379
150,0.14365435,7003.11732476,0.700311732,0.0669650439089696,,,-0.0015916600000000225,76.47352682000019,2.0813215581459767e-05,1006.0282672621366,-2.081321557872657e-05,0.9999999995668101,0.9999791870010147,1006.0282668263353
151,0.1327803,7571.89693492,0.757189693,0.03295518129375,,,-0.010874049999999996,568.7796101599997,1.9118213462191397e-05,1005.398746587758,-1.911821345989573e-05,0.9999999996344939,0.999980881969292,1005.3987462202787
152,0.12849497,7822.55051108,0.782255051,0.0330516416718049,,,-0.004285330000000004,250.65357616000074,1.7096624215915573e-05,1005.1583932447091,-1.7096624214318032e-05,0.9999999997077054,0.9999829035219321,1005.1583929509068
153,0.1265209,7944.21427309,0.794421427,0.0330461168168653,,,-0.0019740699999999944,121.66376200999912,1.6225620245258624e-05,1005.1091396241924,-1.6225620243968078e-05,0.9999999997367293,0.9999837745113906,1005.1091393595766
154,0.115416,8703.3587025,0.87033587,0.0330422589898866,,,-0.011104899999999987,759.1444294100002,1.4628178209271695e-05,1004.50684800774,-1.4628178208247568e-05,0.9999999997860165,0.999985371928783,1004.5068477927921
155,0.10407269,9649.07916077,0.964907916,0.03296210992615,,,-0.01134331000000001,945.7204582699997,1.19943582702422e-05,1004.2056242842764,-1.1994358269679697e-05,0.9999999998561353,0.9999880057136623,1004.2056241398067
156,0.10051679,9989.42388491,0.998942388,0.0328578475580273,,,-0.0035559000000000007,340.34472414000084,1.0447936306269384e-05,1004.1048228604826,-1.0447936305919919e-05,0.9999999998908407,0.9999895521182736,1004.1048227508752
157,0.1,10040.28728561,1.00402873,0.0327952035882488,,,-0.0005167899999999892,50.86340070000006,1.0160350917901333e-05,1004.028728561,-1.0160350917751464e-05,0.9999999998967672,0.9999898397006984,1004.0287284573513
158,0.1,10040.3734184,1.00403734,0.0327407763810496,,,0.0,0.08613279000019247,0.0,1004.03734184,0.0,1.0,1.0,1004.03734184
159,0.1,10039.94565573,1.00399457,0.0326973204277888,,,0.0,-0.42776267000044754,0.0,1003.994565573,3.141592653589793,1.0,0.04321391826377226,1003.994565573
160,0.1,10039.37449491,1.00393745,0.0326222242547984,,,0.0,-0.5711608199999318,0.0,1003.937449491,3.141592653589793,1.0,0.04321391826377226,1003.937449491
161,0.1,10038.86028358,1.00388603,0.0325999482613516,,,0.0,-0.5142113300007622,0.0,1003.886028358,3.141592653589793,1.0,0.04321391826377226,1003.886028358
162,0.1,10039.77979395,1.00397798,0.032573114972477,,,0.0,0.9195103700003529,0.0,1003.977979395,0.0,1.0,1.0,1003.977979395
163,0.1,10038.81557862,1.00388156,0.0325023020199179,,,0.0,-0.964215329999206,0.0,1003.881557862,3.141592653589793,1.0,0.04321391826377226,1003.881557862
164,0.1,10037.6469638,1.0037647,0.0325042790098762,,,0.0,-1.1686148200005846,0.0,1003.76469638,3.141592653589793,1.0,0.04321391826377226,1003.76469638
165,0.1,10037.27349345,1.00372735,0.0325942034048112,,,0.0,-0.37347034999947937,0.0,1003.727349345,3.141592653589793,1.0,0.04321391826377226,1003.727349345
166,0.1,10038.19243571,1.00381924,0.0325645813371423,,,0.0,0.9189422599993122,0.0,1003.819243571,0.0,1.0,1.0,1003.819243571
167,0.1,10039.12842057,1.00391284,0.0325716302783724,,,0.0,0.9359848599997349,0.0,1003.912842057,0.0,1.0,1.0,1003.912842057
168,0.1,10040.29888681,1.00402989,0.0325967061364103,,,0.0,1.1704662400006782,0.0,1004.029888681,0.0,1.0,1.0,1004.029888681
169,0.1,10041.24719993,1.00412472,0.0326510991608385,,,0.0,0.9483131199995114,0.0,1004.124719993,0.0,1.0,1.0,1004.124719993
170,0.1,10041.90493364,1.00419049,0.0326421714924842,,,0.0,0.6577337100006844,0.0,1004.190493364,0.0,1.0,1.0,1004.190493364
171,0.1,10040.8658491,1.00408658,0.0326872108798107,,,0.0,-1.0390845399997488,0.0,1004.08658491,3.141592653589793,1.0,0.04321391826377226,1004.08658491
172,0.1,10040.77325531,1.00407733,0.0326664503771556,,,0.0,-0.09259379000104673,0.0,1004.077325531,3.141592653589793,1.0,0.04321391826377226,1004.077325531
173,0.1,10042.26060863,1.00422606,0.0326531605928374,,,0.0,1.4873533200006932,0.0,1004.226060863,0.0,1.0,1.0,1004.226060863
174,0.1,10042.74097979,1.0042741,0.0327515184871354,,,0.0,0.48037115999977686,0.0,1004.274097979,0.0,1.0,1.0,1004.274097979
175,0.1,10041.69541651,1.00416954,0.0328499019983006,,,0.0,-1.0455632800003514,0.0,1004.169541651,3.141592653589793,1.0,0.04321391826377226,1004.169541651
176,0.1,10043.03303302,1.0043033,0.0328663680005564,,,0.0,1.3376165099998616,0.0,1004.303303302,0.0,1.0,1.0,1004.303303302
177,0.1,10041.6640113,1.0041664,0.0327626505298808,,,0.0,-1.3690217200000916,0.0,1004.16640113,3.141592653589793,1.0,0.04321391826377226,1004.16640113
178,0.1,10041.44656944,1.00414466,0.0328349328377515,,,0.0,-0.21744185999887122,0.0,1004.144656944,3.141592653589793,1.0,0.04321391826377226,1004.144656944
179,0.1,10042.41620876,1.00424162,0.0329120428881515,,,0.0,0.9696393199992599,0.0,1004.241620876,0.0,1.0,1.0,1004.241620876
180,0.1,10043.42133806,1.00434213,0.032999247079885,,,0.0,1.0051292999996804,0.0,1004.342133806,0.0,1.0,1.0,1004.342133806
181,0.1,10043.19222955,1.00431922,0.032901096495329,,,0.0,-0.2291085099986958,0.0,1004.319222955,3.141592653589793,1.0,0.04321391826377226,1004.319222955
182,0.1,10041.75324007,1.00417532,0.0328082884369091,,,0.0,-1.4389894800006005,0.0,1004.175324007,3.141592653589793,1.0,0.04321391826377226,1004.175324007
183,0.1,10043.03903805,1.0043039,0.0327947001459648,,,0.0,1.285797979999188,0.0,1004.303903805,0.0,1.0,1.0,1004.303903805
184,0.1,10043.71742063,1.00437174,0.0327483891106235,,,0.0,0.6783825800011982,0.0,1004.371742063,0.0,1.0,1.0,1004.371742063
185,0.1,10043.10067707,1.00431007,0.0327787405288756,,,0.0,-0.6167435600000317,0.0,1004.310067707,3.141592653589793,1.0,0.04321391826377226,1004.310067707
186,0.1,10041.85278839,1.00418528,0.0326711678658845,,,0.0,-1.24788867999996,0.0,1004.185278839,3.141592653589793,1.0,0.04321391826377226,1004.185278839
187,0.1,10040.89966183,1.00408997,0.0327577807005911,,,0.0,-0.9531265599998733,0.0,1004.089966183,3.141592653589793,1.0,0.04321391826377226,1004.089966183
188,0.1,10042.37868599,1.00423787,0.0327299703421529,,,0.0,1.4790241599985166,0.0,1004.237868599,0.0,1.0,1.0,1004.237868599
189,0.1,10041.67359737,1.00416736,0.0327108251226723,,,0.0,-0.7050886199995148,0.0,1004.167359737,3.141592653589793,1.0,0.04321391826377226,1004.167359737
190,0.1,10042.08668353,1.00420867,0.0326376908289443,,,0.0,0.41308616000060283,0.0,1004.208668353,0.0,1.0,1.0,1004.208668353
191,0.1,10041.21671409,1.00412167,0.032637650445692,,,0.0,-0.8699694400002045,0.0,1004.121671409,3.141592653589793,1.0,0.04321391826377226,1004.121671409
192,0.1,10040.34669635,1.00403467,0.03257905435162,,,0.0,-0.8700177400005487,0.0,1004.034669635,3.141592653589793,1.0,0.04321391826377226,1004.034669635
193,0.1,10041.41325698,1.00414133,0.0324953010360555,,,0.0,1.0665606300008221,0.0,1004.141325698,0.0,1.0,1.0,1004.141325698
194,0.1,10040.91048445,1.00409105,0.0324457599035521,,,0.0,-0.5027725300005841,0.0,1004.091048445,3.141592653589793,1.0,0.04321391826377226,1004.091048445
195,0.1,10040.10070527,1.00401007,0.0324590445528035,,,0.0,-0.8097791799991683,0.0,1004.0100705270002,3.141592653589793,1.0,0.04321391826377226,1004.0100705270002
196,0.1,10041.31569546,1.00413157,0.0324194785795188,,,0.0,1.2149901899992983,0.0,1004.131569546,0.0,1.0,1.0,1004.131569546
197,0.1,10041.26722269,1.00412672,0.0323416774728247,,,0.0,-0.04847277000044414,0.0,1004.126722269,3.141592653589793,1.0,0.04321391826377226,1004.126722269
198,0.1,10042.50389341,1.00425039,0.0323496555183104,,,0.0,1.2366707199998928,0.0,1004.250389341,0.0,1.0,1.0,1004.250389341
199,0.1,10041.91976831,1.00419198,0.0323848511027885,,,0.0,-0.5841251000001648,0.0,1004.191976831,3.141592653589793,1.0,0.04321391826377226,1004.191976831
200,0.1,10042.17414221,1.00421741,0.0323419916076958,,,0.0,0.25437390000115556,0.0,1004.217414221,0.0,1.0,1.0,1004.217414221
201,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,
